Course.exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark.1,NumericEquivalent,Credits,CreditEarned,CreditEarned.1,Term.Average.Display,Credits.Total,Credit.Earned.Total,Credits.Average,StudentID,Credits.Total.1,Credit.Earned.Total.1,Cumulative.Term.Average1,Credits.Average.1
Course,2,2019,24Q744,HGTDD,VOY GLOBAL CC,NX,*,,1,0,0,,,,,205478572,,,,
Course,2,2019,24Q744,HUT33QJ,VOY US BLENDED LEARN,65, ,65,1,0,1,65,3,2,2,205478572,,,,
Course,1,2019,24Q744,EETEC,VOY ENGLISH CC,85, ,85,1,0,1,,,,,205478572,,,,
Course,1,2019,24Q744,EETGA,VOY ENGLISH CC,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2019,24Q744,HET11,ECONOMICS,75, ,75,1,0,1,,,,,205478572,,,,
Course,1,2019,24Q744,HGTCC,VOY GLOBAL CC,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2019,24Q744,HUT66,VOY AMERICAN HISTORY,70, ,70,1,0,1,,,,,205478572,,,,
Course,1,2019,24Q744,SQT61,Scientific Skepticis,75, ,75,0.5,0,0.5,68.63636364,5.5,3.5,5.5,205478572,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2018,30Q258,EQS22,LINCT Pre-College En,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2018,30Q258,HVS11,PART IN GOVT,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,65, ,65,0.5,0,0.5,,,,,205478572,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,78, ,78,0.5,0,0.5,,,,,205478572,,,,
Course,2,2018,30Q258,SDS22,Industrial Science 2,55, ,55,1,0,0,61.64285714,7,4,7,205478572,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,67, ,67,1,0,1,,,,,205478572,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,67, ,67,1,0,1,,,,,205478572,,,,
Course,1,2018,30Q258,EQS21,LINCT Pre-College En,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2018,30Q258,MPS21,Pre-Calculus,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,80, ,80,0.5,0,0.5,,,,,205478572,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,65, ,65,0.5,0,0.5,,,,,205478572,,,,
Course,1,2018,30Q258,SDS21QJ,SCIENCE RESEARCH 1 O,45, ,45,1,0,0,62.35714286,7,5,7,205478572,,,,
Course,7,2017,30Q575,EEF84,ENGLISH 10 Spring,65,*,65,1,0,1,,,,,205478572,,,,
Course,7,2017,30Q575,HGF44,GLOBAL HISTORY 10 Sp,45,*,45,1,0,0,,,,,205478572,,,,
Course,7,2017,30Q575,SLF22,Living Environment S,65,*,65,1,0,1,,3,2,0,205478572,,,,
Course,2,2017,30Q258,EES88,ENGLISH 12 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2017,30Q258,FSS62,SPANISH I  2 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2017,30Q258,HUS22,US HISTORY 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2017,30Q258,MRS22,CC Algebra II 2 of 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2017,30Q258,PPS86,PHYS ED,83, ,83,0.5,0,0.5,,,,,205478572,,,,
Course,2,2017,30Q258,RQS42T,College and Career F,55, ,55,0.5,0,0,,,,,205478572,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,F, ,55,0,0,0,59.85714286,7,2.5,7,205478572,,,,
Course,1,2017,30Q258,CGS21,Intro to Theater,75, ,75,1,0,1,,,,,205478572,,,,
Course,1,2017,30Q258,EES87,ENGLISH 12 1 OF 2,68, ,68,1,0,1,,,,,205478572,,,,
Course,1,2017,30Q258,FSS61,SPANISH I  1 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2017,30Q258,HUS21,US HISTORY 1 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2017,30Q258,MRS21,CC Algebra II 1 of 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2017,30Q258,PPS85,PHYS ED,81, ,81,0.5,0,0.5,,,,,205478572,,,,
Course,1,2017,30Q258,RQS41T,College and Career F,55, ,55,0.5,0,0,,,,,205478572,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,F, ,55,0,0,0,65.85714286,7,5.5,7,205478572,,,,
Course,7,2016,30Q575,HGF43,GLOBAL HISTORY 10 Fa,P,*,,1,0,1,,,,,205478572,,,,
Course,7,2016,30Q575,HGF44,GLOBAL HISTORY 10 Sp,45,*,45,1,0,0,,,,,205478572,,,,
Course,7,2016,30Q575,MEF21,Algebra 1 Fall Apex,F,*,55,1,0,0,,3,1,0,205478572,,,,
Course,2,2016,30Q258,EES86,ENGLISH 11 2 OF 2,68, ,68,1,0,1,,,,,205478572,,,,
Course,2,2016,30Q258,HGS43,GLOBAL STUDIES 10 1 ,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2016,30Q258,HGS44,GLOBAL STUDIES 10 2 ,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2016,30Q258,MGS22,CC Geometry 2 of 2,68, ,68,1,0,1,,,,,205478572,,,,
Course,2,2016,30Q258,PPS84,PHYS ED,86, ,86,0.5,0,0.5,,,,,205478572,,,,
Course,2,2016,30Q258,RZS22T,WORK BASED LEARNING ,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2016,30Q258,SWS22QC,Ecology and Environm,70, ,70,1,0,1,,,,,205478572,,,,
Course,2,2016,30Q258,SWS22QLC,Environmental Scienc,P,*,,0,0,0,65.23076923,6.5,4.5,6.5,205478572,,,,
Course,1,2016,30Q258,EES85,ENGLISH 11 1 OF 2,67, ,67,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,HGS41,GLOBAL STUDIES 9 1 O,68, ,68,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,HGS42,GLOBAL STUDIES 9 2 O,68, ,68,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,MGS21,CC Geometry 1 of 2,68, ,68,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,PPS83,PHYS ED,90, ,90,0.5,0,0.5,,,,,205478572,,,,
Course,1,2016,30Q258,SQS11T,Engineering Design P,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,SWS21QC,Ecology and Environm,71, ,71,1,0,1,,,,,205478572,,,,
Course,1,2016,30Q258,SWS21QLC,Environmental Scienc,P,*,,0,0,0,69.53846154,6.5,6.5,6.5,205478572,,,,
Course,7,2015,30Q575,EEF83,English Humanities A,F, ,55,1,0,0,,,,,205478572,,,,
Course,7,2015,30Q575,MEF21,CC ALGEBRA 1 of 2 AP,CR,*,,1,0,1,55,2,1,1,205478572,,,,
Course,2,2015,30Q258,EES83,ENGLISH 10 1 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,EES84,ENGLISH 10 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,MES22,INTEGRATED ALGEBRA 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,2,2015,30Q258,MKS11,COMPUTER PROGRAMMING,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,MQS11P,Math Lab,55,*,55,0,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,PHS22,HEALTH 2 of 2,75, ,75,0.5,0,0.5,,,,,205478572,,,,
Course,2,2015,30Q258,PPS82,PHYS ED,85, ,85,0.5,0,0.5,,,,,205478572,,,,
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,0,0,,,,,205478572,,,,
Course,2,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,55, ,55,1,0,0,60,7,2,7,205478572,,,,
Course,1,2015,30Q258,ANS21,STUDIO ART I 1 of 2,75, ,75,1,0,1,,,,,205478572,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,0,0,,,,,205478572,,,,
Course,1,2015,30Q258,MES21,INTEGRATED ALGEBRA 1,55, ,55,1,0,0,,,,,205478572,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,65, ,65,0.5,0,0.5,,,,,205478572,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,80, ,80,0.5,0,0.5,,,,,205478572,,,,
Course,1,2015,30Q258,RZS21T,WORK BASED LEARNING ,72, ,72,1,0,1,,,,,205478572,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,65, ,65,1,0,1,,,,,205478572,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,NC,*,,0,0,0,64.21428571,7,4,7,205478572,,,,
Exam  ,3,2019,24Q744,EXRCE ,CC ELA REG JUN,WA,*,,0,0,0,,,,,205478572,,,,
Exam  ,3,2019,24Q744,HXRTE ,GLOBAL TRNS REG JUN,WA,*,,0,0,0,,,,,205478572,,,,
Exam  ,3,2019,24Q744,HXRUE ,USHIST REG JUNE,WA,*,,0,0,0,,0,0,0,205478572,,,,
Exam  ,2,2019,24Q744,EXRCR ,CC ELA REG JAN,55,*,55,0,0,0,,0,0,0,205478572,,,,
Exam  ,1,2018,30Q258,HXRUR ,USHIST REG JAN,64,*,64,0,0,0,,0,0,0,205478572,,,,
Exam  ,7,2017,30Q575,SXRUG ,PHSET ES REG AUG,24, ,24,0,0,0,,0,0,0,205478572,,,,
Exam  ,1,2017,30Q258,MXRCR ,CC ALGEBRA I REG JAN,66, ,66,0,0,0,,0,0,0,205478572,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,28, ,28,0,0,0,,,,,205478572,,,,
Exam  ,2,2016,30Q258,MXRKE ,CC GEOMETRY REG JUN,48, ,48,0,0,0,,,,,205478572,,,,
Exam  ,2,2016,30Q258,SXRKE ,LIVENVIR R JUNE,67, ,67,0,0,0,,0,0,0,205478572,72.5,44.5,64.20155039,64.5
Course,2,2018,30Q258,FSS65X,AP Spanish Language ,75, ,75,1,0,1,,,,,209267161,,,,
Course,2,2018,30Q258,FSS66X,AP Spanish Language ,75, ,75,1,0,1,,,,,209267161,,,,
Course,2,2018,30Q258,HVS11,PART IN GOVT,86, ,86,1,0,1,,,,,209267161,,,,
Course,2,2018,30Q258,MPS22,Pre-Calculus 2 of 2,76, ,76,1,0,1,,,,,209267161,,,,
Course,2,2018,30Q258,PPS88,PHYS ED,100, ,100,0.5,0,0.5,,,,,209267161,,,,
Course,2,2018,30Q258,RQS44T,CDOS Career Studies ,65, ,65,0.5,0,0.5,,,,,209267161,,,,
Course,2,2018,30Q258,SPS22,PHYSICS  2 OF 2,88, ,88,1,0,1,,,,,209267161,,,,
Course,2,2018,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,0,0,80.41666667,6,6,6,209267161,,,,
Course,1,2018,30Q258,EWS11U,ENG 259 Technical Wr,C, ,75,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,FSS63X**,AP Spanish Language ,81, ,81,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,FSS64X**,AP Spanish Language ,81, ,81,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,HES11,ECONOMICS,80, ,80,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,MQS11S,MAT 115 Skills Lab,P,*,,0,0,0,,,,,209267161,,,,
Course,1,2018,30Q258,MQS11U**,MAT 115 - College Al,D-, ,60,1,0,0,,,,,209267161,,,,
Course,1,2018,30Q258,PPS87,PHYS ED,94, ,94,0.5,0,0.5,,,,,209267161,,,,
Course,1,2018,30Q258,RQS43T,CDOS Career Studies ,84, ,84,0.5,0,0.5,,,,,209267161,,,,
Course,1,2018,30Q258,SDS21QJ,SCIENCE RESEARCH 1 O,84, ,84,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,SPS21,PHYSICS  1 OF 2,91, ,91,1,0,1,,,,,209267161,,,,
Course,1,2018,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,82.9,8,7,8,209267161,,,,
Course,2,2017,30Q258,ALS11,Advanced Art Portfol,80, ,80,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,EES88U,ENG 101 - English 12,C+, ,78,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,FSS62QA,Heritage Spanish 2,77, ,77,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,HUS22,US HISTORY 2 OF 2,78, ,78,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,MRS22,CC Algebra II 2 of 2,76, ,76,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,PPS86,PHYS ED,98, ,98,0.5,0,0.5,,,,,209267161,,,,
Course,2,2017,30Q258,RQS42T,College and Career F,55, ,55,0.5,0,0,,,,,209267161,,,,
Course,2,2017,30Q258,SPS22QC,Practical Physics 2 ,96, ,96,1,0,1,,,,,209267161,,,,
Course,2,2017,30Q258,SPS22QLC,Practical Physics La,P,*,,0,0,0,80.21428571,7,6.5,7,209267161,,,,
Course,1,2017,30Q258,CGS21,Intro to Theater,96, ,96,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,EES87,ENGLISH 12 1 OF 2,80, ,80,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,FSS61QA,Heritage Spanish 1,73, ,73,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,HUS21,US HISTORY 1 OF 2,81, ,81,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,MRS21,CC Algebra II 1 of 2,72, ,72,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,PPS85,PHYS ED,98, ,98,0.5,0,0.5,,,,,209267161,,,,
Course,1,2017,30Q258,RQS41T,College and Career F,82, ,82,0.5,0,0.5,,,,,209267161,,,,
Course,1,2017,30Q258,SPS21QC,Practical Physics 1 ,97, ,97,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,SPS21QLC,Practical Physics La,P,*,,0,0,0,,,,,209267161,,,,
Course,1,2017,30Q258,TCS11U,MAE100 Intro to Auto,A, ,95,1,0,1,,,,,209267161,,,,
Course,1,2017,30Q258,TQS11U,MAE109 Intro to Engi,A-, ,93,1,0,1,86.33333333,9,9,9,209267161,,,,
Course,2,2016,30Q258,EES86,ENGLISH 11 2 OF 2,75, ,75,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,HBS11U**,HUP 102 - Critical T,A-, ,93,0.5,0,0.5,,,,,209267161,,,,
Course,2,2016,30Q258,HGS43,GLOBAL STUDIES 10 1 ,80, ,80,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,HGS44,GLOBAL STUDIES 10 2 ,80, ,80,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,MGS22,CC Geometry 2 of 2,81, ,81,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,PPS84,PHYS ED,96, ,96,0.5,0,0.5,,,,,209267161,,,,
Course,2,2016,30Q258,RZS22T,WORK BASED LEARNING ,70, ,70,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,SCS22,CHEMISTRY 2 OF 2,81, ,81,1,0,1,,,,,209267161,,,,
Course,2,2016,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,80.87857143,7,7,7,209267161,,,,
Course,1,2016,30Q258,EES85,ENGLISH 11 1 OF 2,80, ,80,1,0,1,,,,,209267161,,,,
Course,1,2016,30Q258,HGS41,GLOBAL STUDIES 9 1 O,84, ,84,1,0,1,,,,,209267161,,,,
Course,1,2016,30Q258,HGS42,GLOBAL STUDIES 9 2 O,84, ,84,1,0,1,,,,,209267161,,,,
Course,1,2016,30Q258,MGS21,CC Geometry 1 of 2,86, ,86,1,0,1,,,,,209267161,,,,
Course,1,2016,30Q258,PPS83,PHYS ED,93, ,93,0.5,0,0.5,,,,,209267161,,,,
Course,1,2016,30Q258,SCS21,CHEMISTRY 1 OF 2,85, ,85,1,0,1,,,,,209267161,,,,
Course,1,2016,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,,,,,209267161,,,,
Course,1,2016,30Q258,SQS11T,Engineering Design P,87, ,87,1,0,1,85,6.5,6.5,6.5,209267161,,,,
Course,2,2015,30Q258,EES83,ENGLISH 10 1 OF 2,75, ,75,1,0,1,,,,,209267161,,,,
Course,2,2015,30Q258,EES84,ENGLISH 10 2 OF 2,75, ,75,1,0,1,,,,,209267161,,,,
Course,2,2015,30Q258,MES22,INTEGRATED ALGEBRA 2,92, ,92,1,0,1,,,,,209267161,,,,
Course,2,2015,30Q258,MKS11,COMPUTER PROGRAMMING,90, ,90,1,0,1,,,,,209267161,,,,
Course,2,2015,30Q258,MQS11P,Math Lab,75,*,75,0,0,0,,,,,209267161,,,,
Course,2,2015,30Q258,PHS22,HEALTH 2 of 2,98, ,98,0.5,0,0.5,,,,,209267161,,,,
Course,2,2015,30Q258,PPS82,PHYS ED,95, ,95,0.5,0,0.5,,,,,209267161,,,,
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,78, ,78,1,0,1,,,,,209267161,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,0,0,,,,,209267161,,,,
Course,2,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,71, ,71,1,0,1,82.5,7,7,7,209267161,,,,
Course,1,2015,30Q258,ANS21,STUDIO ART I 1 of 2,83, ,83,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,72, ,72,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,72, ,72,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,0,0,,,,,209267161,,,,
Course,1,2015,30Q258,MES21,INTEGRATED ALGEBRA 1,78, ,78,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,95, ,95,0.5,0,0.5,,,,,209267161,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,88, ,88,0.5,0,0.5,,,,,209267161,,,,
Course,1,2015,30Q258,RZS21T,WORK BASED LEARNING ,97, ,97,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,79, ,79,1,0,1,,,,,209267161,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,CR,*,,0,0,0,81.78571429,7,7,7,209267161,,,,
Exam  ,2,2018,30Q258,FXTSE ,SPANISH LOTE,90, ,90,0,0,0,,0,0,0,209267161,,,,
Exam  ,2,2017,30Q258,HXRUE ,USHIST REG JUNE,84, ,84,0,0,0,,,,,209267161,,,,
Exam  ,2,2017,30Q258,MXRNE ,CC ALGEBRA II REG JU,68, ,68,0,0,0,,0,0,0,209267161,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,85, ,85,0,0,0,,0,0,0,209267161,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,91, ,91,0,0,0,,,,,209267161,,,,
Exam  ,2,2016,30Q258,MXRKE ,CC GEOMETRY REG JUN,67, ,67,0,0,0,,,,,209267161,,,,
Exam  ,2,2016,30Q258,SXRXE ,CHEMISTRY R JUNE,64, ,64,0,0,0,,0,0,0,209267161,,,,
Exam  ,2,2015,30Q258,MXRCE ,CC ALGEBRA I REG JUN,81, ,81,0,0,0,,,,,209267161,,,,
Exam  ,2,2015,30Q258,SXRKE ,LIVENVIR R JUNE,76, ,76,0,0,0,,0,0,0,209267161,57.5,56,82.65826087,57.5
Course,2,2017,30Q258,HVS11,PART IN GOVT,80, ,80,1,0,1,,,,,208754120,,,,
Course,2,2017,30Q258,PPS88,PHYS ED,90, ,90,0.5,0,0.5,,,,,208754120,,,,
Course,2,2017,30Q258,RQS44T,CDOS Career Studies ,75, ,75,0.5,0,0.5,,,,,208754120,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,83, ,83,1,0,1,,,,,208754120,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,81.83333333,3,3,3,208754120,,,,
Course,1,2017,30Q258,CGS21,Intro to Theater,94, ,94,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,EES87U,ENG 101 English 12 1,B-, ,83,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,EJS21,Yearbook 1 of 2,95, ,95,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,HES11,ECONOMICS,88, ,88,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,MQS11U,MAT 115,C-, ,73,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,PPS87,PHYS ED,88, ,88,0.5,0,0.5,,,,,208754120,,,,
Course,1,2017,30Q258,RQS43T,CDOS Career Studies ,72, ,72,0.5,0,0.5,,,,,208754120,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,98, ,98,1,0,1,,,,,208754120,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,87.28571429,7,7,7,208754120,,,,
Course,2,2016,30Q258,EES88,ENGLISH 12 2 OF 2,79, ,79,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,FSS62,SPANISH I  2 OF 2,86, ,86,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,HUS22,US HISTORY 2 OF 2,82, ,82,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,MRS22,CC Algebra II 2 of 2,78, ,78,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,PHS11,HEALTH,87, ,87,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,PPS86,PHYS ED,87, ,87,0.5,0,0.5,,,,,208754120,,,,
Course,2,2016,30Q258,SDS22,Energy and Electrici,73, ,73,1,0,1,,,,,208754120,,,,
Course,2,2016,30Q258,SDS22QL,Energy and Electrici,P,*,,0,0,0,81.30769231,6.5,6.5,6.5,208754120,,,,
Course,1,2016,30Q258,ANS21,STUDIO ART I 1 of 2,90, ,90,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,EES87,ENGLISH 12 1 OF 2,80, ,80,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,FSS61,SPANISH I  1 OF 2,88, ,88,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,HUS21,US HISTORY 1 OF 2,80, ,80,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,MRS21,CC Algebra II 1 of 2,83, ,83,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,PPS85,PHYS ED,65, ,65,0.5,0,0.5,,,,,208754120,,,,
Course,1,2016,30Q258,SDS21,Energy and Electrici,90, ,90,1,0,1,,,,,208754120,,,,
Course,1,2016,30Q258,SDS21QL,Energy and Electrici,P,*,,0,0,0,83.61538462,6.5,6.5,6.5,208754120,,,,
Course,2,2015,30Q258,EES86,ENGLISH 11 2 OF 2,77, ,77,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,HGS43,GLOBAL STUDIES 10 1 ,82, ,82,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,HGS44,GLOBAL STUDIES 10 2 ,82, ,82,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,MQS11U**,MAT 115,NC,*,,1,0,0,,,,,208754120,,,,
Course,2,2015,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,71, ,71,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,PPS84,PHYS ED,75, ,75,0.5,0,0.5,,,,,208754120,,,,
Course,2,2015,30Q258,RZS22T,WORK BASED LEARNING ,73, ,73,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,SPS22,PHYSICS  2 OF 2,83, ,83,1,0,1,,,,,208754120,,,,
Course,2,2015,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,CR,*,,0,0,0,77.76923077,7.5,6.5,6.5,208754120,,,,
Course,1,2015,30Q258,EES85,ENGLISH 11 1 OF 2,75, ,75,1,0,1,,,,,208754120,,,,
Course,1,2015,30Q258,HBS11U**,HUP 102 Critical Thi,B, ,85,0.5,0,0.5,,,,,208754120,,,,
Course,1,2015,30Q258,HGS41,GLOBAL STUDIES 9 1 O,79, ,79,1,0,1,,,,,208754120,,,,
Course,1,2015,30Q258,HGS42,GLOBAL STUDIES 9 2 O,79, ,79,1,0,1,,,,,208754120,,,,
Course,1,2015,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,79, ,79,1,0,1,,,,,208754120,,,,
Course,1,2015,30Q258,PPS83,PHYS ED,83, ,83,0.5,0,0.5,,,,,208754120,,,,
Course,1,2015,30Q258,SPS21,PHYSICS  1 OF 2,87, ,87,1,0,1,,,,,208754120,,,,
Course,1,2015,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,CR,*,,0,0,0,,,,,208754120,,,,
Course,1,2015,30Q258,SQS22T,ENGINEERING FOUNDATI,82, ,82,1,0,1,81.32142857,7,7,7,208754120,,,,
Course,2,2014,30Q258,EES83,ENGLISH 10 1 OF 2,80, ,80,1,0,1,,,,,208754120,,,,
Course,2,2014,30Q258,EES84,ENGLISH 10 2 OF 2,80, ,80,1,0,1,,,,,208754120,,,,
Course,2,2014,30Q258,GAS22,Freshman Seminar,P,*,,0,0,0,,,,,208754120,,,,
Course,2,2014,30Q258,GAS82,Advisory,P,*,,0,0,0,,,,,208754120,,,,
Course,2,2014,30Q258,GGS22,Study Skills,P,*,,0,0,0,,,,,208754120,,,,
Course,2,2014,30Q258,MGS22,GEOMETRY 2 OF 2,82, ,82,1,0,1,,,,,208754120,,,,
Course,2,2014,30Q258,MKS11,Computer Programming,90, ,90,1,0,1,,,,,208754120,,,,
Course,2,2014,30Q258,PPS82,PHYS ED,78, ,78,0.5,0,0.5,,,,,208754120,,,,
Course,2,2014,30Q258,SCS22,CHEMISTRY 2 OF 2,80, ,80,1,0,1,,,,,208754120,,,,
Course,2,2014,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,,,,,208754120,,,,
Course,2,2014,30Q258,SQS11T,Engineering Design P,85, ,85,1,0,1,82.46153846,6.5,6.5,6.5,208754120,,,,
Course,1,2014,30Q258,EES81,ENGLISH 9 1 OF 2,78, ,78,1,0,1,,,,,208754120,,,,
